DAY_KEY,DAY_DATE,MONTH_KEY,CURRENT_MONTH,MONTH_NUMBER,QUARTER_KEY,CURRENT_QUARTER,CURRENT_YEAR,CPO_YEAR,DAY_OF_WEEK,DAY_OF_MONTH,DAYS_IN_MONTH,DAY_OF_YEAR,WEEK_OF_MONTH,WEEK_OF_QUARTER,WEEK_OF_YEAR,MONTH_EN,WEEKDAY_EN,MONTH_DE,WEEKDAY_DE,MONTH_FR,WEEKDAY_FR,MONTH_JA,WEEKDAY_JA,MONTH_CS,WEEKDAY_CS,MONTH_DA,WEEKDAY_DA,MONTH_EL,WEEKDAY_EL,MONTH_ES,WEEKDAY_ES,MONTH_FI,WEEKDAY_FI,MONTH_HU,WEEKDAY_HU,MONTH_ID,WEEKDAY_ID,MONTH_IT,WEEKDAY_IT,MONTH_KO,WEEKDAY_KO,MONTH_MS,WEEKDAY_MS,MONTH_NL,WEEKDAY_NL,MONTH_NO,WEEKDAY_NO,MONTH_PL,WEEKDAY_PL,MONTH_PT,WEEKDAY_PT,MONTH_RU,WEEKDAY_RU,MONTH_SC,WEEKDAY_SC,MONTH_SV,WEEKDAY_SV,MONTH_TC,WEEKDAY_TC,MONTH_TH,WEEKDAY_TH
20131216,2013-12-16 00:00:00.0,201312,12,48,20134,4,2013,2016,2,16,31,350,3,12,51,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20131217,2013-12-17 00:00:00.0,201312,12,48,20134,4,2013,2016,3,17,31,351,3,12,51,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
20131218,2013-12-18 00:00:00.0,201312,12,48,20134,4,2013,2016,4,18,31,352,3,12,51,December,Wednesday,Dezember,Mittwoch,Décembre,Mercredi,12 月,水曜日,Prosinec,Středa,December,Onsdag,Δεκέμβριος,Τετάρτη,Diciembre,Miércoles,Joulukuu,keskiviikko,December,Szerda,Desember,Rabu,Dicembre,Mercoledì,12월,수요일,Disember,Rabu,december,woensdag,Desember,Onsdag,Grudzień,środa,Dezembro,Quarta-feira,Декабрь,Среда,十二月,星期三,December,Onsdag,十二月,星期三,ธันวาคม,พุธ
20131219,2013-12-19 00:00:00.0,201312,12,48,20134,4,2013,2016,5,19,31,353,3,12,51,December,Thursday,Dezember,Donnerstag,Décembre,Jeudi,12 月,木曜日,Prosinec,Čtvrtek,December,Torsdag,Δεκέμβριος,Πέμπτη,Diciembre,Jueves,Joulukuu,torstai,December,Csütörtök,Desember,Kamis,Dicembre,Giovedì,12월,목요일,Disember,Khamis,december,donderdag,Desember,Torsdag,Grudzień,czwartek,Dezembro,Quinta-feira,Декабрь,Четверг,十二月,星期四,December,Torsdag,十二月,星期四,ธันวาคม,พฤหัสบดี
20131220,2013-12-20 00:00:00.0,201312,12,48,20134,4,2013,2016,6,20,31,354,3,12,51,December,Friday,Dezember,Freitag,Décembre,Vendredi,12 月,金曜日,Prosinec,Pátek,December,Fredag,Δεκέμβριος,Παρασκευή,Diciembre,Viernes,Joulukuu,perjantai,December,Péntek,Desember,Jumat,Dicembre,Venerdì,12월,금요일,Disember,Jumaat,december,vrijdag,Desember,Fredag,Grudzień,piątek,Dezembro,Sexta-feira,Декабрь,Пятница,十二月,星期五,December,Fredag,十二月,星期五,ธันวาคม,ศุกร์
20131221,2013-12-21 00:00:00.0,201312,12,48,20134,4,2013,2016,7,21,31,355,3,12,51,December,Saturday,Dezember,Samstag,Décembre,Samedi,12 月,土曜日,Prosinec,Sobota,December,Lørdag,Δεκέμβριος,Σάββατο,Diciembre,Sábado,Joulukuu,lauantai,December,Szombat,Desember,Sabtu,Dicembre,Sabato,12월,토요일,Disember,Sabtu,december,zaterdag,Desember,Lørdag,Grudzień,sobota,Dezembro,Sábado,Декабрь,Суббота,十二月,星期六,December,Lördag,十二月,星期六,ธันวาคม,เสาร์
20131222,2013-12-22 00:00:00.0,201312,12,48,20134,4,2013,2016,1,22,31,356,4,13,52,December,Sunday,Dezember,Sonntag,Décembre,Dimanche,12 月,日曜日,Prosinec,Neděle,December,Søndag,Δεκέμβριος,Κυριακή,Diciembre,Domingo,Joulukuu,sunnuntai,December,Vasárnap,Desember,Minggu,Dicembre,Domenica,12월,일요일,Disember,Ahad,december,zondag,Desember,Søndag,Grudzień,niedziela,Dezembro,Domingo,Декабрь,Воскресенье,十二月,星期日,December,Söndag,十二月,星期日,ธันวาคม,อาทิตย์
20131223,2013-12-23 00:00:00.0,201312,12,48,20134,4,2013,2016,2,23,31,357,4,13,52,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20131224,2013-12-24 00:00:00.0,201312,12,48,20134,4,2013,2016,3,24,31,358,4,13,52,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
20131225,2013-12-25 00:00:00.0,201312,12,48,20134,4,2013,2016,4,25,31,359,4,13,52,December,Wednesday,Dezember,Mittwoch,Décembre,Mercredi,12 月,水曜日,Prosinec,Středa,December,Onsdag,Δεκέμβριος,Τετάρτη,Diciembre,Miércoles,Joulukuu,keskiviikko,December,Szerda,Desember,Rabu,Dicembre,Mercoledì,12월,수요일,Disember,Rabu,december,woensdag,Desember,Onsdag,Grudzień,środa,Dezembro,Quarta-feira,Декабрь,Среда,十二月,星期三,December,Onsdag,十二月,星期三,ธันวาคม,พุธ
20131226,2013-12-26 00:00:00.0,201312,12,48,20134,4,2013,2016,5,26,31,360,4,13,52,December,Thursday,Dezember,Donnerstag,Décembre,Jeudi,12 月,木曜日,Prosinec,Čtvrtek,December,Torsdag,Δεκέμβριος,Πέμπτη,Diciembre,Jueves,Joulukuu,torstai,December,Csütörtök,Desember,Kamis,Dicembre,Giovedì,12월,목요일,Disember,Khamis,december,donderdag,Desember,Torsdag,Grudzień,czwartek,Dezembro,Quinta-feira,Декабрь,Четверг,十二月,星期四,December,Torsdag,十二月,星期四,ธันวาคม,พฤหัสบดี
20131227,2013-12-27 00:00:00.0,201312,12,48,20134,4,2013,2016,6,27,31,361,4,13,52,December,Friday,Dezember,Freitag,Décembre,Vendredi,12 月,金曜日,Prosinec,Pátek,December,Fredag,Δεκέμβριος,Παρασκευή,Diciembre,Viernes,Joulukuu,perjantai,December,Péntek,Desember,Jumat,Dicembre,Venerdì,12월,금요일,Disember,Jumaat,december,vrijdag,Desember,Fredag,Grudzień,piątek,Dezembro,Sexta-feira,Декабрь,Пятница,十二月,星期五,December,Fredag,十二月,星期五,ธันวาคม,ศุกร์
20131228,2013-12-28 00:00:00.0,201312,12,48,20134,4,2013,2016,7,28,31,362,4,13,52,December,Saturday,Dezember,Samstag,Décembre,Samedi,12 月,土曜日,Prosinec,Sobota,December,Lørdag,Δεκέμβριος,Σάββατο,Diciembre,Sábado,Joulukuu,lauantai,December,Szombat,Desember,Sabtu,Dicembre,Sabato,12월,토요일,Disember,Sabtu,december,zaterdag,Desember,Lørdag,Grudzień,sobota,Dezembro,Sábado,Декабрь,Суббота,十二月,星期六,December,Lördag,十二月,星期六,ธันวาคม,เสาร์
20131229,2013-12-29 00:00:00.0,201312,12,48,20134,4,2013,2016,1,29,31,363,5,14,53,December,Sunday,Dezember,Sonntag,Décembre,Dimanche,12 月,日曜日,Prosinec,Neděle,December,Søndag,Δεκέμβριος,Κυριακή,Diciembre,Domingo,Joulukuu,sunnuntai,December,Vasárnap,Desember,Minggu,Dicembre,Domenica,12월,일요일,Disember,Ahad,december,zondag,Desember,Søndag,Grudzień,niedziela,Dezembro,Domingo,Декабрь,Воскресенье,十二月,星期日,December,Söndag,十二月,星期日,ธันวาคม,อาทิตย์
20131230,2013-12-30 00:00:00.0,201312,12,48,20134,4,2013,2016,2,30,31,364,5,14,53,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20131231,2013-12-31 00:00:00.0,201312,12,48,20134,4,2013,2016,3,31,31,365,5,14,53,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
20101128,2010-11-28 00:00:00.0,201011,11,11,20104,4,2010,2013,1,28,30,332,5,10,49,November,Sunday,November,Sonntag,Novembre,Dimanche,11 月,日曜日,Listopad,Neděle,November,Søndag,Νοέμβριος,Κυριακή,Noviembre,Domingo,Marraskuu,sunnuntai,November,Vasárnap,November,Minggu,Novembre,Domenica,11월,일요일,November,Ahad,november,zondag,November,Søndag,Listopad,niedziela,Novembro,Domingo,Ноябрь,Воскресенье,十一月,星期日,November,Söndag,十一月,星期日,พฤศจิกายน,อาทิตย์
20101129,2010-11-29 00:00:00.0,201011,11,11,20104,4,2010,2013,2,29,30,333,5,10,49,November,Monday,November,Montag,Novembre,Lundi,11 月,月曜日,Listopad,Pondělí,November,Mandag,Νοέμβριος,Δευτέρα,Noviembre,Lunes,Marraskuu,maanantai,November,Hétfő,November,Senin,Novembre,Lunedì,11월,월요일,November,Isnin,november,maandag,November,Mandag,Listopad,poniedziałek,Novembro,Segunda-feira,Ноябрь,Понедельник,十一月,星期一,November,Måndag,十一月,星期一,พฤศจิกายน,จันทร์
20101130,2010-11-30 00:00:00.0,201011,11,11,20104,4,2010,2013,3,30,30,334,5,10,49,November,Tuesday,November,Dienstag,Novembre,Mardi,11 月,火曜日,Listopad,Úterý,November,Tirsdag,Νοέμβριος,Τρίτη,Noviembre,Martes,Marraskuu,tiistai,November,Kedd,November,Selasa,Novembre,Martedì,11월,화요일,November,Selasa,november,dinsdag,November,Tirsdag,Listopad,wtorek,Novembro,Terça-feira,Ноябрь,Вторник,十一月,星期二,November,Tisdag,十一月,星期二,พฤศจิกายน,อังคาร
20101201,2010-12-01 00:00:00.0,201012,12,12,20104,4,2010,2013,4,1,31,335,1,10,49,December,Wednesday,Dezember,Mittwoch,Décembre,Mercredi,12 月,水曜日,Prosinec,Středa,December,Onsdag,Δεκέμβριος,Τετάρτη,Diciembre,Miércoles,Joulukuu,keskiviikko,December,Szerda,Desember,Rabu,Dicembre,Mercoledì,12월,수요일,Disember,Rabu,december,woensdag,Desember,Onsdag,Grudzień,środa,Dezembro,Quarta-feira,Декабрь,Среда,十二月,星期三,December,Onsdag,十二月,星期三,ธันวาคม,พุธ
20101202,2010-12-02 00:00:00.0,201012,12,12,20104,4,2010,2013,5,2,31,336,1,10,49,December,Thursday,Dezember,Donnerstag,Décembre,Jeudi,12 月,木曜日,Prosinec,Čtvrtek,December,Torsdag,Δεκέμβριος,Πέμπτη,Diciembre,Jueves,Joulukuu,torstai,December,Csütörtök,Desember,Kamis,Dicembre,Giovedì,12월,목요일,Disember,Khamis,december,donderdag,Desember,Torsdag,Grudzień,czwartek,Dezembro,Quinta-feira,Декабрь,Четверг,十二月,星期四,December,Torsdag,十二月,星期四,ธันวาคม,พฤหัสบดี
20101203,2010-12-03 00:00:00.0,201012,12,12,20104,4,2010,2013,6,3,31,337,1,10,49,December,Friday,Dezember,Freitag,Décembre,Vendredi,12 月,金曜日,Prosinec,Pátek,December,Fredag,Δεκέμβριος,Παρασκευή,Diciembre,Viernes,Joulukuu,perjantai,December,Péntek,Desember,Jumat,Dicembre,Venerdì,12월,금요일,Disember,Jumaat,december,vrijdag,Desember,Fredag,Grudzień,piątek,Dezembro,Sexta-feira,Декабрь,Пятница,十二月,星期五,December,Fredag,十二月,星期五,ธันวาคม,ศุกร์
20101204,2010-12-04 00:00:00.0,201012,12,12,20104,4,2010,2013,7,4,31,338,1,10,49,December,Saturday,Dezember,Samstag,Décembre,Samedi,12 月,土曜日,Prosinec,Sobota,December,Lørdag,Δεκέμβριος,Σάββατο,Diciembre,Sábado,Joulukuu,lauantai,December,Szombat,Desember,Sabtu,Dicembre,Sabato,12월,토요일,Disember,Sabtu,december,zaterdag,Desember,Lørdag,Grudzień,sobota,Dezembro,Sábado,Декабрь,Суббота,十二月,星期六,December,Lördag,十二月,星期六,ธันวาคม,เสาร์
20101205,2010-12-05 00:00:00.0,201012,12,12,20104,4,2010,2013,1,5,31,339,2,11,50,December,Sunday,Dezember,Sonntag,Décembre,Dimanche,12 月,日曜日,Prosinec,Neděle,December,Søndag,Δεκέμβριος,Κυριακή,Diciembre,Domingo,Joulukuu,sunnuntai,December,Vasárnap,Desember,Minggu,Dicembre,Domenica,12월,일요일,Disember,Ahad,december,zondag,Desember,Søndag,Grudzień,niedziela,Dezembro,Domingo,Декабрь,Воскресенье,十二月,星期日,December,Söndag,十二月,星期日,ธันวาคม,อาทิตย์
20101206,2010-12-06 00:00:00.0,201012,12,12,20104,4,2010,2013,2,6,31,340,2,11,50,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20101207,2010-12-07 00:00:00.0,201012,12,12,20104,4,2010,2013,3,7,31,341,2,11,50,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
20101208,2010-12-08 00:00:00.0,201012,12,12,20104,4,2010,2013,4,8,31,342,2,11,50,December,Wednesday,Dezember,Mittwoch,Décembre,Mercredi,12 月,水曜日,Prosinec,Středa,December,Onsdag,Δεκέμβριος,Τετάρτη,Diciembre,Miércoles,Joulukuu,keskiviikko,December,Szerda,Desember,Rabu,Dicembre,Mercoledì,12월,수요일,Disember,Rabu,december,woensdag,Desember,Onsdag,Grudzień,środa,Dezembro,Quarta-feira,Декабрь,Среда,十二月,星期三,December,Onsdag,十二月,星期三,ธันวาคม,พุธ
20101209,2010-12-09 00:00:00.0,201012,12,12,20104,4,2010,2013,5,9,31,343,2,11,50,December,Thursday,Dezember,Donnerstag,Décembre,Jeudi,12 月,木曜日,Prosinec,Čtvrtek,December,Torsdag,Δεκέμβριος,Πέμπτη,Diciembre,Jueves,Joulukuu,torstai,December,Csütörtök,Desember,Kamis,Dicembre,Giovedì,12월,목요일,Disember,Khamis,december,donderdag,Desember,Torsdag,Grudzień,czwartek,Dezembro,Quinta-feira,Декабрь,Четверг,十二月,星期四,December,Torsdag,十二月,星期四,ธันวาคม,พฤหัสบดี
20101210,2010-12-10 00:00:00.0,201012,12,12,20104,4,2010,2013,6,10,31,344,2,11,50,December,Friday,Dezember,Freitag,Décembre,Vendredi,12 月,金曜日,Prosinec,Pátek,December,Fredag,Δεκέμβριος,Παρασκευή,Diciembre,Viernes,Joulukuu,perjantai,December,Péntek,Desember,Jumat,Dicembre,Venerdì,12월,금요일,Disember,Jumaat,december,vrijdag,Desember,Fredag,Grudzień,piątek,Dezembro,Sexta-feira,Декабрь,Пятница,十二月,星期五,December,Fredag,十二月,星期五,ธันวาคม,ศุกร์
20101211,2010-12-11 00:00:00.0,201012,12,12,20104,4,2010,2013,7,11,31,345,2,11,50,December,Saturday,Dezember,Samstag,Décembre,Samedi,12 月,土曜日,Prosinec,Sobota,December,Lørdag,Δεκέμβριος,Σάββατο,Diciembre,Sábado,Joulukuu,lauantai,December,Szombat,Desember,Sabtu,Dicembre,Sabato,12월,토요일,Disember,Sabtu,december,zaterdag,Desember,Lørdag,Grudzień,sobota,Dezembro,Sábado,Декабрь,Суббота,十二月,星期六,December,Lördag,十二月,星期六,ธันวาคม,เสาร์
20101212,2010-12-12 00:00:00.0,201012,12,12,20104,4,2010,2013,1,12,31,346,3,12,51,December,Sunday,Dezember,Sonntag,Décembre,Dimanche,12 月,日曜日,Prosinec,Neděle,December,Søndag,Δεκέμβριος,Κυριακή,Diciembre,Domingo,Joulukuu,sunnuntai,December,Vasárnap,Desember,Minggu,Dicembre,Domenica,12월,일요일,Disember,Ahad,december,zondag,Desember,Søndag,Grudzień,niedziela,Dezembro,Domingo,Декабрь,Воскресенье,十二月,星期日,December,Söndag,十二月,星期日,ธันวาคม,อาทิตย์
20101213,2010-12-13 00:00:00.0,201012,12,12,20104,4,2010,2013,2,13,31,347,3,12,51,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20101214,2010-12-14 00:00:00.0,201012,12,12,20104,4,2010,2013,3,14,31,348,3,12,51,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
20101215,2010-12-15 00:00:00.0,201012,12,12,20104,4,2010,2013,4,15,31,349,3,12,51,December,Wednesday,Dezember,Mittwoch,Décembre,Mercredi,12 月,水曜日,Prosinec,Středa,December,Onsdag,Δεκέμβριος,Τετάρτη,Diciembre,Miércoles,Joulukuu,keskiviikko,December,Szerda,Desember,Rabu,Dicembre,Mercoledì,12월,수요일,Disember,Rabu,december,woensdag,Desember,Onsdag,Grudzień,środa,Dezembro,Quarta-feira,Декабрь,Среда,十二月,星期三,December,Onsdag,十二月,星期三,ธันวาคม,พุธ
20101216,2010-12-16 00:00:00.0,201012,12,12,20104,4,2010,2013,5,16,31,350,3,12,51,December,Thursday,Dezember,Donnerstag,Décembre,Jeudi,12 月,木曜日,Prosinec,Čtvrtek,December,Torsdag,Δεκέμβριος,Πέμπτη,Diciembre,Jueves,Joulukuu,torstai,December,Csütörtök,Desember,Kamis,Dicembre,Giovedì,12월,목요일,Disember,Khamis,december,donderdag,Desember,Torsdag,Grudzień,czwartek,Dezembro,Quinta-feira,Декабрь,Четверг,十二月,星期四,December,Torsdag,十二月,星期四,ธันวาคม,พฤหัสบดี
20101217,2010-12-17 00:00:00.0,201012,12,12,20104,4,2010,2013,6,17,31,351,3,12,51,December,Friday,Dezember,Freitag,Décembre,Vendredi,12 月,金曜日,Prosinec,Pátek,December,Fredag,Δεκέμβριος,Παρασκευή,Diciembre,Viernes,Joulukuu,perjantai,December,Péntek,Desember,Jumat,Dicembre,Venerdì,12월,금요일,Disember,Jumaat,december,vrijdag,Desember,Fredag,Grudzień,piątek,Dezembro,Sexta-feira,Декабрь,Пятница,十二月,星期五,December,Fredag,十二月,星期五,ธันวาคม,ศุกร์
20101218,2010-12-18 00:00:00.0,201012,12,12,20104,4,2010,2013,7,18,31,352,3,12,51,December,Saturday,Dezember,Samstag,Décembre,Samedi,12 月,土曜日,Prosinec,Sobota,December,Lørdag,Δεκέμβριος,Σάββατο,Diciembre,Sábado,Joulukuu,lauantai,December,Szombat,Desember,Sabtu,Dicembre,Sabato,12월,토요일,Disember,Sabtu,december,zaterdag,Desember,Lørdag,Grudzień,sobota,Dezembro,Sábado,Декабрь,Суббота,十二月,星期六,December,Lördag,十二月,星期六,ธันวาคม,เสาร์
20101219,2010-12-19 00:00:00.0,201012,12,12,20104,4,2010,2013,1,19,31,353,4,13,52,December,Sunday,Dezember,Sonntag,Décembre,Dimanche,12 月,日曜日,Prosinec,Neděle,December,Søndag,Δεκέμβριος,Κυριακή,Diciembre,Domingo,Joulukuu,sunnuntai,December,Vasárnap,Desember,Minggu,Dicembre,Domenica,12월,일요일,Disember,Ahad,december,zondag,Desember,Søndag,Grudzień,niedziela,Dezembro,Domingo,Декабрь,Воскресенье,十二月,星期日,December,Söndag,十二月,星期日,ธันวาคม,อาทิตย์
20101220,2010-12-20 00:00:00.0,201012,12,12,20104,4,2010,2013,2,20,31,354,4,13,52,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20101221,2010-12-21 00:00:00.0,201012,12,12,20104,4,2010,2013,3,21,31,355,4,13,52,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
20101222,2010-12-22 00:00:00.0,201012,12,12,20104,4,2010,2013,4,22,31,356,4,13,52,December,Wednesday,Dezember,Mittwoch,Décembre,Mercredi,12 月,水曜日,Prosinec,Středa,December,Onsdag,Δεκέμβριος,Τετάρτη,Diciembre,Miércoles,Joulukuu,keskiviikko,December,Szerda,Desember,Rabu,Dicembre,Mercoledì,12월,수요일,Disember,Rabu,december,woensdag,Desember,Onsdag,Grudzień,środa,Dezembro,Quarta-feira,Декабрь,Среда,十二月,星期三,December,Onsdag,十二月,星期三,ธันวาคม,พุธ
20101223,2010-12-23 00:00:00.0,201012,12,12,20104,4,2010,2013,5,23,31,357,4,13,52,December,Thursday,Dezember,Donnerstag,Décembre,Jeudi,12 月,木曜日,Prosinec,Čtvrtek,December,Torsdag,Δεκέμβριος,Πέμπτη,Diciembre,Jueves,Joulukuu,torstai,December,Csütörtök,Desember,Kamis,Dicembre,Giovedì,12월,목요일,Disember,Khamis,december,donderdag,Desember,Torsdag,Grudzień,czwartek,Dezembro,Quinta-feira,Декабрь,Четверг,十二月,星期四,December,Torsdag,十二月,星期四,ธันวาคม,พฤหัสบดี
20101224,2010-12-24 00:00:00.0,201012,12,12,20104,4,2010,2013,6,24,31,358,4,13,52,December,Friday,Dezember,Freitag,Décembre,Vendredi,12 月,金曜日,Prosinec,Pátek,December,Fredag,Δεκέμβριος,Παρασκευή,Diciembre,Viernes,Joulukuu,perjantai,December,Péntek,Desember,Jumat,Dicembre,Venerdì,12월,금요일,Disember,Jumaat,december,vrijdag,Desember,Fredag,Grudzień,piątek,Dezembro,Sexta-feira,Декабрь,Пятница,十二月,星期五,December,Fredag,十二月,星期五,ธันวาคม,ศุกร์
20101225,2010-12-25 00:00:00.0,201012,12,12,20104,4,2010,2013,7,25,31,359,4,13,52,December,Saturday,Dezember,Samstag,Décembre,Samedi,12 月,土曜日,Prosinec,Sobota,December,Lørdag,Δεκέμβριος,Σάββατο,Diciembre,Sábado,Joulukuu,lauantai,December,Szombat,Desember,Sabtu,Dicembre,Sabato,12월,토요일,Disember,Sabtu,december,zaterdag,Desember,Lørdag,Grudzień,sobota,Dezembro,Sábado,Декабрь,Суббота,十二月,星期六,December,Lördag,十二月,星期六,ธันวาคม,เสาร์
20101226,2010-12-26 00:00:00.0,201012,12,12,20104,4,2010,2013,1,26,31,360,5,14,53,December,Sunday,Dezember,Sonntag,Décembre,Dimanche,12 月,日曜日,Prosinec,Neděle,December,Søndag,Δεκέμβριος,Κυριακή,Diciembre,Domingo,Joulukuu,sunnuntai,December,Vasárnap,Desember,Minggu,Dicembre,Domenica,12월,일요일,Disember,Ahad,december,zondag,Desember,Søndag,Grudzień,niedziela,Dezembro,Domingo,Декабрь,Воскресенье,十二月,星期日,December,Söndag,十二月,星期日,ธันวาคม,อาทิตย์
20101227,2010-12-27 00:00:00.0,201012,12,12,20104,4,2010,2013,2,27,31,361,5,14,53,December,Monday,Dezember,Montag,Décembre,Lundi,12 月,月曜日,Prosinec,Pondělí,December,Mandag,Δεκέμβριος,Δευτέρα,Diciembre,Lunes,Joulukuu,maanantai,December,Hétfő,Desember,Senin,Dicembre,Lunedì,12월,월요일,Disember,Isnin,december,maandag,Desember,Mandag,Grudzień,poniedziałek,Dezembro,Segunda-feira,Декабрь,Понедельник,十二月,星期一,December,Måndag,十二月,星期一,ธันวาคม,จันทร์
20101228,2010-12-28 00:00:00.0,201012,12,12,20104,4,2010,2013,3,28,31,362,5,14,53,December,Tuesday,Dezember,Dienstag,Décembre,Mardi,12 月,火曜日,Prosinec,Úterý,December,Tirsdag,Δεκέμβριος,Τρίτη,Diciembre,Martes,Joulukuu,tiistai,December,Kedd,Desember,Selasa,Dicembre,Martedì,12월,화요일,Disember,Selasa,december,dinsdag,Desember,Tirsdag,Grudzień,wtorek,Dezembro,Terça-feira,Декабрь,Вторник,十二月,星期二,December,Tisdag,十二月,星期二,ธันวาคม,อังคาร
